id,smiles,population_id
0,Cc1ccc(C(=O)N2CCCCC2)cc1S(=O)(=O)N1CCCCC1,0
1,O=C(O)C1COC(c2ccccc2O)=N1,0
2,O=C(CSCc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,0
3,CCOC(=O)N1CCN(C(=O)CCC2CCCC2)CC1,0
4,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-c3c(C)cccc3C)cn(C)c(=O)c2[nH]1,0
5,CCOC(=O)c1cccc(NC(=O)C=Cc2ccc([N+](=O)[O-])cc2)c1,0
6,CC(=O)Nc1nc2cc(Oc3ccccc3)ccc2[nH]1,0
7,C=CC1(C)CC(OC(C)=O)C(C(C)(C)O)CC1C(=C)C,0
8,CC(Oc1ccccc1C=NO)C1=NCCN1,0
9,O=C(c1ccccc1)C1CC2C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C(O5)C1=O,0
10,CSc1ccc2cc(CC(C)N)ccc2c1,0
11,Cc1cc(N(C)Cc2ccc(-n3cccn3)cc2)ccn1,0
12,CCn1ncc(NC(=O)c2cc(C3CC3)nc3onc(-c4cccc(OC)c4)c23)c1C,0
13,COc1ccc(OC)c(-c2nnc(N3CCCC3)s2)c1,0
14,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1OC1COC2C1OCC2S(C)(=O)=O,0
15,COC(=O)C1=C(C)N(CC2CC2)C(N(C)Cc2ccc(OC)cc2)=NC1c1ccccc1,0
16,COc1ccc(-c2nnsc2-c2cc(OC)c(OC)c(OC)c2)cc1,0
17,COc1cc2c(cc1OC)C(c1ccccc1)N(CC1CCN(Cc3cc(F)cc(C=NO)c3O)CC1)CC2,0
18,COC(=O)C=Cc1ccccc1CN1C(CC(=O)OC)c2ccccc2S1(=O)=O,0
19,CCN1C(=O)C(C)(C)C(=O)N(CC)c2cc(OCCCN(CCc3cccnc3)Cc3ccncc3)ccc21,0
20,COc1ccc(C2C(C(O)c3ccc(O)cc3)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1,0
21,Cc1noc(-c2ccc3nc(Nc4cc(CN5CCN(C(=O)c6ccco6)CC5)ccn4)[nH]c3c2)n1,0
22,COc1ccc(-c2c3c4cc(OC)c(O)cc4oc(=O)c3n3ccc4c(O)c(OC)c(OC)cc4c23)cc1O,0
23,CCC(NC(=O)N1CCc2c(nnn2-c2ccccc2)C1)C1CCOCC1,0
24,CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(C=O)Cc1ccc(OCc2ccc(Br)cc2)cc1,0
25,CCc1ccc2oc(C(=O)NCc3ccncc3)c(C)c2c1,0
26,Cc1ccc(Nc2nnc(CSc3nnc(-c4ccncc4)n3-c3ccccc3)s2)cc1,0
27,CCOc1ccc(N2CC(Oc3ccc(C(C)NC(=O)COC)cc3)C2)cc1,0
28,CSC(Cn1nnc2cc(C#Cc3ccc(CN4CCOCC4)cc3)ccc21)N(O)C=O,0
29,Cc1cccc(CNC(=O)C2CCC(=O)N(CCc3cccc(F)c3)C2)n1,0
30,CNCCC(Oc1ccc2sccc2c1)c1ccccc1,0
31,c1coc(-c2nnc(-c3cccs3)o2)c1,0
32,C=CCC(N)c1ccc(Cl)c(Cl)c1,0
33,CC1(N)CCN(c2nc3ccc(Sc4cccnc4C(F)(F)F)cc3[nH]2)CC1,0
34,COc1cccc(C(=O)N(CCCN2CCN(C)CC2)C2CCOCC2)c1OC,0
35,CCCNC(=O)C(C)n1nc(-c2ccc(C)o2)cc(N)c1=O,0
36,COc1ccc(COC(=O)c2ccccc2)cc1,0
37,Cc1cc(NS(=O)(=O)c2ccc3c(c2)CC(Cl)(Cl)C3=O)nn1C,0
38,CC(C)OP(=O)(OC(C)C)C(Nc1ccccc1)c1ccc2c(c1)OCO2,0
39,CCC1(CC)NC(=O)N(CC(=O)Nc2cccc3ccccc23)C1=O,0
40,CCCCOc1ccc(S(=O)(=O)NC(N)=Nc2ccc(Cl)cc2)cc1,0
41,Cc1ccc(-c2cc(-c3cc(Br)ccc3O)[nH]c(=O)c2C#N)s1,0
42,CC=CC(=O)N1CC=C(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,0
43,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1N=c1sc(-c2ccccc2)nn1-c1ccccc1,0
44,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCC(F)(F)C3)ns2)n1,0
45,COc1ccccc1CN(CC(Cc1c[nH]c2ccccc12)NC(=O)CN1CCC(N2CCCCC2)CC1)C(C)=O,0
46,O=c1c2cc(O)c(O)cc2oc2cc(O)cc(OCc3ccc(Cl)cc3Cl)c12,0
47,COc1ccc(-c2cccc(NC(=O)c3ccc(Cl)cc3)c2)cc1CN1CCCN(C)CC1,0
48,Cc1cc(SC2=C(O)OC(CCc3ccc(O)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1OS(=O)(=O)c1ccccc1,0
49,Cc1cccc(C2=Nc3nc4ccccn4c3C(=O)C(Cc3ccccc3)N2)c1,0
50,Cn1cc(-c2cccc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccc(N3CCNCC3)cn2)c1=O,0
51,COc1ccc2cc(CN3CCC(F)(F)C(CCc4ccccc4)C3)c(OC)nc2c1,0
52,COc1c(O)c(C)cc2c1C(=O)c1c(O)cccc1C2=O,0
53,N=C(N)c1ccc(-c2nc3ccc([N+](=O)[O-])cc3s2)cc1,0
54,COc1ccccc1NC(=O)C1CCCN1C(=O)NC1CCCCC1,0
55,Cc1ccc(NC(=O)c2ccc3nsnc3c2)c(Cl)c1,0
56,CN1CCN(c2cc(CN(C)C3CCCc4cccnc43)ccn2)CC1,0
57,Cc1nc2cnccc2n1CC1CCN(C(=O)CC(C)(C)c2ccc(N)cc2)CC1,0
58,Fc1ccc(Cn2c[n+](Cc3ccc(Cl)cc3Cl)cn2)c(F)c1,0
59,CCn1c2ccccc2c2ccnc(CNCCCNCc3nccc4c5ccccc5n(CC)c34)c21,0
60,COc1ccccc1C(=O)NC1CCCc2c1[nH]c1ccc(Br)cc21,0
61,O=C(O)c1nc(-c2ccsc2)nc(O)c1O,0
62,O=C(CN(C(=O)c1csnn1)c1ccc2c(c1)OCCO2)NCc1ccc(F)cc1,0
63,CC(C)Nc1cncc(-c2cnc3[nH]nc(-c4nc5c(-c6cccc(F)c6)cncc5[nH]4)c3c2)c1,0
64,CCCCCCCCCC(=O)C(O)c1cccc(C)c1,0
65,CC(C)CC(NC(=O)C1CCCN1C(=O)OCc1ccc(N=Nc2ccccc2)cc1)C(=O)O,0
66,Cc1cc(-c2cc(C)c(-n3c(=O)ccc4cc(S(=O)(=O)Nc5cccnn5)ccc43)cc2F)ccc1Cl,0
67,COC(=O)Nc1ccc2c(c1)NC(C(=O)O)CCCCC(NC(=O)C=Cc1cc(Cl)ccc1-n1cnnn1)c1cc-2ccn1,0
68,CC(C)(C)C(=O)OCOP(=O)(OCOC(=O)C(C)(C)C)OCC1OCC(n2cc(C=CBr)c(=O)[nH]c2=O)O1,0
69,O=C(CCCl)Nc1ccc2nc3ccccc3nc2c1,0
70,COc1cc(C=C2CCCN3C2=NOCC3COCc2ccccc2)ccc1-n1cnc(C)c1,0
71,O=C1C(N2CCC(c3ccc(O)cc3)C(F)C2)CCN1Cc1ccccc1,0
72,CCS(=O)(=O)N1CCC(=CC#Cc2cccc(C)n2)CC1,0
73,c1ccc(-c2nc(-c3cccnc3)no2)cc1,0
74,CN1CCN(Cc2cc3c(cc2[N+](=O)[O-])OCO3)CC1,0
75,Cc1nccn1CCCN1C(=O)CNC1=S,0
76,CC(C)CN(Cc1c(O)ccc2c3c(c(=O)oc12)CCC3)CC(C)C,0
77,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC)C(C)O1,0
78,OCCc1ccc(-c2ccc(Cl)cc2)o1,0
79,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=NOCCN2CCCC2)C(C)C(O)C1(C)O,0
80,CC(O)CNC(=O)c1cc(NC(=O)c2cc(-c3ncccc3F)ccc2Cl)n(-c2ccccc2)n1,0
81,Nc1ccc2c(Nc3ccc(O)cc3)c3ccc(N)cc3nc2c1,0
82,CCCc1nnc(NC(=O)C2CCCO2)s1,0
83,CCC1Oc2ccc(NC(=O)c3ccc(Cl)cc3)cc2CN(Cc2ccc(F)cc2)C1=O,0
84,COc1cc(C)c(NC(=O)C(S)=NCCc2ccccc2)cc1C,0
85,COc1ccc(C2CCCN2Cc2ccc(Oc3ccc4c(=O)[nH]oc4c3)cc2)cc1,0
86,COC(=O)c1ccccc1OCC(O)CNCCNc1cc(Cl)c2ccccc2c1O,0
87,COc1ccc(-c2cc(C(N)=O)c3[nH]c4ccc(C(=O)N5CC6CC5CO6)cc4c3c2)cc1F,0
88,COc1ccc2c(c1)C(=O)c1c-2n(CCCN)c(=O)c2cc(N)ccc12,0
89,COC1C(c2nc(C)nn2-c2ccc3ncsc3c2)OC(CO)C(O)C1n1cc(-c2cc(F)c(Br)c(F)c2)nn1,0
90,COC1=Cc2cc(O)c(OC3OC(CO)C(O)C(O)C3O)c3c(-c4ccccc4)ccc(c23)C1=O,0
91,CN(Cc1ccco1)CC1OCC2CN(Cc3nccs3)CCC21,0
92,CC(=O)OC(C1COc2ccc3c(=O)cc(-c4ccccc4)oc3c21)C(C)(C)O,0
93,CC(C)CC(C)NC(C)C(O)c1ccccc1,0
94,Brc1ccc(C2=CSC3=NC4=C(CNCC4=Cc4ccccc4)C(c4ccccc4)N23)cc1,0
95,Cc1cn2c(-c3cnn(CC(=O)Nc4ccncc4)c3)cnc2c(Nc2cc(CN3CCCC(C)C3)ns2)n1,0
96,CCCCCCCCCS(=O)(=O)Nc1ccc(CP(=O)(O)O)cc1,0
97,COC(=N)c1nc2ccc3ncnc(Nc4ccc(N5CCCC5)cc4)c3c2s1,0
98,C=C(C)C1CCC2(C)C(O)CCC(C)(O)C2C1,0
99,Cc1c(C(=O)N2CCN(S(=O)(=O)c3ccc(F)c(Cl)c3)CC2)cnn1-c1nn2cccc2c(=O)[nH]1,0
100,CCN1C(=O)C(=C2C=Cc3ccccc3N2C)SC1=Nc1sc2cc(Cl)ccc2[n+]1C,0
101,COC(=O)C1CC2CCC(C1c1cccs1)N2CCO,0
102,O=C1CC(c2ccccc2F)c2c(n3ccsc3nc2=O)N1,0
103,CNC(=O)CN1CCN(C(=O)C2CCC(NC(=O)Cc3sc4ccccc4c3C)CC2)C(Cc2ccccc2)C1=O,0
104,O=C(OCC#CCCCCC#CCS(=O)(=O)c1ccccc1)c1ccc2c(c1)C(=O)c1ccccc1C2=O,0
105,CC(C)(C)c1ccc(Nc2ncc(Cl)c(Nc3cccc(C(F)(F)F)c3)n2)cc1,0
106,Cc1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3)c3ccc(I)cc3nc12,0
107,O=c1oc2cc(-c3cnc4ccnn4c3)ccc2n1Cc1ccc(F)cc1,0
108,COc1cc2c(cc1OC)C(Cc1ccc(N3CCOCC3)c(O)c1)OC2=O,0
109,Cc1nsc(NC(=O)NC2(CN3CCCCC3)CCCCC2)n1,0
110,CN(Cc1cc(Br)cs1)C(=O)C(C)(C)CN,0
111,COc1cc(Nc2ncnc3c(NC(=O)Nc4ccc5c(c4)OCCO5)cccc23)cc(OC)c1,0
112,CN(C)C(=O)c1ccc2c(c1)CC(C(=O)Nc1ccc(-c3cn[nH]c3)cc1)CO2,0
113,COc1ccc(SCC(C)CN2CCC(O)CCC2=O)cc1,0
114,COc1ccc(-c2cc(C)cc(Cl)c2)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21,0
115,C=CCN1CCN(C(c2ccccc2OC)c2nnnn2C(C)(C)C)CC1,0
116,Cc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)N3CCCCC3)CC2)c(C)c1,0
117,O=C1NC(=O)C(Cc2nnc(C(=O)c3nc4ccc(-c5ccccc5)cc4s3)o2)N1,0
118,Cc1ccc2[nH]c3c(N4CCN(Cc5ccccc5)CC4)ncnc3c2c1,0
119,C=CC(=O)N1CC(=Cc2ccc(Cl)cc2)C(=O)C2(C1)C(c1ccc(Cl)cc1)C(c1ccccc1)NC21C(=O)Nc2ccccc21,0
120,COc1ccc2ccc(=O)n(CCNC3CCC4C(C3)OC(=O)N4c3ccc4c(n3)NC(=O)CO4)c2c1,0
121,CCN(CC)CCN(C(=O)c1ccc(C(=O)c2ccccc2)cc1)c1nc2c(OC)cccc2s1,0
122,C#CCSc1nc2sc3c(c2c(=O)n1Cc1ccccc1)CCCC3,0
123,CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCn3ccc4ccoc4c3=O)Cc3ccc(C(F)(F)F)cc3)ccc21,0
124,CCN(CC)CCCNC(=O)N1CCN(c2ccc(F)cc2)CC1,0
125,CN(C)c1cccc(-c2cc(=O)c3ccc(O)c(O)c3o2)c1,0
126,COC(=O)CSc1cc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)c2ccccc2c1OC,0
127,O=C1CCC(=O)N1CC1CN(c2cc(F)c3c(c2)OCC2CCCN32)C(=O)O1,0
